Symbol,CXSMILES,Monomer_Type,R1,R2,R3
X1571,CCCCCC(=O)Oc1ccc(C[C@H](N[*])C(=O)OC)cc1 |$;;;;;;;;;;;;;;;_R1;;;;;;$|,Backbone,H,-,-
X36,[*]N(CCCC=C)CC([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X37,NC(=N)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1578,NC(=N)N1CCC[C@H]1C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-,OH,-
A_COEt,CCOC(=O)C(=O)[C@H](C)N[*] |$;;;;;;;;;;_R1$|,Backbone,H,-,-
X2272,NC(=N)NCCCC[C@H](N[*])C(=O)Cc1ccccc1 |$;;;;;;;;;;_R1;;;;;;;;;$|,Backbone,H,-,-
Me_meI,CC[C@H](C)[C@H](N(C)C)C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2285,[*]N1C[C@H]1C([*])=O |$_R1;;;;;_R2;$|,Backbone,H,OH,-
X2218,[*]C(=O)[C@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O |$_R2;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2223,N[C@@H](CSC[C@@H](N[*])C(O)=O)C([*])=O |$;;;;;;;_R1;;;;;_R2;$|,Backbone,H,OH,-
X2224,FC(F)C[C@@H](C=O)C(=O)[C@H](CC1CCCCC1)N[*] |$;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X5,"CN=C(NCCCC[C@@H](N[*])C([*])=O)NC#N |w:1.0,$;;;;;;;;;;_R1;;_R2;;;;$|",Backbone,H,OH,-
R,NC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
dF,[*]N[C@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
I,CC[C@H](C)[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
meNle,CCCC[C@H](N(C)[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X943,[*]C(=O)[C@H](CCCNCc1ccccc1)NCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X740,C[N+](C)(C)CCCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Fmoc_I,CC[C@H](C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X959,Oc1ccc(C[C@H](N(CCc2ccccc2)CCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
X1216,NC(=N)NCCC[C@@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1098,NCCCNCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1177,[*]N1C[C@@H](C[C@H]1C([*])=O)OCc1ccc2ccccc2c1 |$_R1;;;;;;;_R2;;;;;;;;;;;;;$|,Backbone,H,OH,-
X751,C[C@H]1SC[C@H](NC1=O)C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-,OH,-
Cbz_dF,[*]C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X984,FN([*])[C@@H](Cc1ccc2ccccc2c1)C([*])=O |$;;_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X889,[*]N[C@@H](CCCCN1CC1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1223,FC(F)(F)C([C@H](N[*])C(=O)OCc1ccccc1)C(F)(F)F |$;;;;;;;_R1;;;;;;;;;;;;;;$|,Backbone,H,-,-
X1027,C[C@@H](Cc1c(C)cc(O)cc1C)C(=O)ON[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
am_G,NN([*])CC([*])=O |$;;_R1;;;_R2;$|,Backbone,H,OH,-
X1160,CNCCCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Cbz_P,[*]C(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X940,CCCCCCCCCCC(=O)OC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X934,CCNC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1721,CC(C)OC(=O)COCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2047,COc1ccc(NC(=O)N[C@H](CS[*])C([*])=O)cc1OC |$;;;;;;;;;;;;;_R3;;_R2;;;;;$|,Backbone,-,OH,H
X1978,OC(=O)[C@@H](N[*])[C@H](S[*])c1ccccc1 |$;;;;;_R1;;;_R3;;;;;;$|,Backbone,H,-,H
X1990,CNCc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1979,N[C@H](CN[C@@H](CS[*])C([*])=O)Cc1ccccc1 |$;;;;;;;_R3;;_R2;;;;;;;;$|,Backbone,-,OH,H
meC,CN([*])[C@@H](CS[*])C([*])=O |$;;_R1;;;;_R3;;_R2;$|,Backbone,H,OH,H
X2022,C[C@@H](N([*])C1CCCCC1)C([*])=O |$;;;_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X1986,[*]N1C[C@@H](C[C@H]1C([*])=O)S[*] |$_R1;;;;;;;_R2;;;_R3$|,Backbone,H,OH,H
X1961,[*]N1C[C@@H](C[C@@H]1C([*])=O)S[*] |$_R1;;;;;;;_R2;;;_R3$|,Backbone,H,OH,H
X2015,[*]C(=O)[C@@H](CS[*])NCc1cccc(c1)N(=O)=O |$_R2;;;;;;_R3;;;;;;;;;;;$|,Backbone,-,OH,H
X1687,"OC(=O)CCC=CC[C@H](N[*])C([*])=O |w:6.6,$;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X1759,"CCC=CC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.3,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
dalloHyp,O[C@@H]1C[C@@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1894,Cn1ccc2cc(ccc12)-c1[nH]c2ccccc2c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1716,C[C@H](CCCC(=O)OCCF)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1867,CC[C@@H](C)[C@H](N(O)[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1726,[*]N[C@@H](CCCNC(=O)OCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1890,[*]N[C@H](CC#N)C([*])=O |$_R1;;;;;;;_R2;$|,Backbone,H,OH,-
X1750,CC(C)OC(=O)COC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1800,Oc1ccc(C[C@@H](N[*])C([*])=O)cc1I |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X1679,"COC(=O)C=CC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:5.5,$;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X1900,[*]N[C@H](Cc1ccc2nc(oc2c1)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1876,C[C@@H](O)C[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1878,CCN(CC)CCS[C@@H](N(C)[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1394,CC(C)CC[C@H](N(C)[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1711,[*]N[C@@H](CCOc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X72,CC(C)[C@H](NCc1ncccc1O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X80,CCOC(=O)N[C@H](Cc1ccc(OC(C)=O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
W_OBzl,[*]N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X131,[*]N[C@H]1CCCCNC1=O |$_R1;;;;;;;;;$|,Backbone,H,-,-
dM_OMe,COC(=O)[C@@H](CCSC)N[*] |$;;;;;;;;;;_R1$|,Backbone,H,-,-
X95,CC(C)(C)OC(=O)N[C@H](CCC(O)=O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X285,[*]N1C[C@@H](C[C@H]1C([*])=O)OC(=O)Nc1ccccc1 |$_R1;;;;;;;_R2;;;;;;;;;;;$|,Backbone,H,OH,-
X100,CC(C)C[C@@H](N[*])C=O |$;;;;;;_R1;;$|,Backbone,H,-,-
X144,[*]C(=O)[C@@H]1CC(=O)NC(=O)N1 |$_R2;;;;;;;;;;$|,Backbone,-,OH,-
X157,CS(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X109,CC(C)[C@H](N[*])C(=O)c1nc2ccccc2o1 |$;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X300,[*]N(CC([*])=O)Cc1c[nH]c2ccccc12 |$_R1;;;;_R2;;;;;;;;;;;$|,Backbone,H,OH,-
X147,Cc1ccc2c(C[C@H](N[*])C([*])=O)c[nH]c2c1 |$;;;;;;;;;_R1;;_R2;;;;;$|,Backbone,H,OH,-
X428,C[C@H](NCCc1ccc(Cl)c(Cl)c1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Me_meF,CN(C)[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X20,"[*]N[C@@H](CCCCNC(NC#N)=NC1CCCCC1)C([*])=O |w:12.12,$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|",Backbone,H,OH,-
X32,"[*]N[C@@H](C=Cc1ccccc1)C([*])=O |w:4.4,$_R1;;;;;;;;;;;;_R2;$|",Backbone,H,OH,-
X46,[*]N[C@@H](Cc1ccc(cc1)C#N)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
meF,CN([*])[C@@H](Cc1ccccc1)C([*])=O |$;;_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X15,CC(C)[C@H](N[*])C(=O)C[C@@H](Cc1ccccc1)C(O)=O |$;;;;;_R1;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2301,CC(C)CN(CC(=O)[C@@H](Cc1ccccc1)N[*])S(=O)(=O)c1cccc(N)c1 |$;;;;;;;;;;;;;;;;;_R1;;;;;;;;;;$|,Backbone,H,-,-
X1103,Cc1cc(C[C@H](N[*])C([*])=O)cc(C)c1O |$;;;;;;;_R1;;_R2;;;;;;$|,Backbone,H,OH,-
X2432,[*]N[C@@H](C#N)C([*])=O |$_R1;;;;;;_R2;$|,Backbone,H,OH,-
X2743,C[C@@H](NC(=O)N[C@@H](Cc1cccnc1)C([*])=O)c1ccc(F)cc1 |$;;;;;;;;;;;;;;;_R2;;;;;;;;$|,Backbone,-,OH,-
X2807,CC(C)C[C@H](NC(=O)OC[C@H](COS(O)(=O)=O)OS(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2822,COC(=O)C[C@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2738,CN(C)[C@@H](CC1CCCCC1)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2780,[*]N[C@H](C=O)C(c1ccccc1)c1ccccc1 |$_R1;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2763,"CC=C[C@H](N[*])C([*])=O |w:1.0,$;;;;;_R1;;_R2;$|",Backbone,H,OH,-
ac,CC([*])=O |$;;_R2;$|,Backbone,-,OH,-
X2098,Cc1ccc(cc1)S(=O)(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2146,NCCCC[C@H](N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2166,[*]N1CCSC[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X2192,CN(CC([*])=O)CC(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;_R2;;;;;;;;;;;;;;_R1$|,Backbone,H,OH,-
X2136,NC(=N)N1CCC(CC1)[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2188,Oc1ccc(C[C@H](NCCC(=O)[C@H](Cc2ccccc2)N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2228,FC(F)(F)C(=O)[C@H](CC1CCCCC1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2164,CC(C)[C@H](N[*])C(=O)c1nc2cc(CC(O)=O)ccc2o1 |$;;;;;_R1;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X1066,CC(=N)NCCC[C@@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
F_OBzl,[*]N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X1307,Fc1ccc2c(C[C@H](N[*])C([*])=O)c[nH]c2c1 |$;;;;;;;;;_R1;;_R2;;;;;$|,Backbone,H,OH,-
X1308,[*]C(=O)[C@@H]1CSC(=O)N1 |$_R2;;;;;;;;$|,Backbone,-,OH,-
X1372,"Cc1c(Cl)cc2n(C)cc(C3=N[C@](C)(CO3)C([*])=O)c2c1O |$;;;;;;;;;;;;;;;;;_R2;;;;$,t:10|",Backbone,-,OH,-
X1386,CC(=N)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1392,CCOC(=O)N[C@H](CSCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1254,CC[C@H](C)[C@@H](N[*])C(=O)O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)CO |$;;;;;;_R1;;;;;;;;;;;;;;$|,Backbone,H,-,-
X1312,Oc1c(F)c(F)c(C[C@H](N[*])C([*])=O)c(F)c1F |$;;;;;;;;;;_R1;;_R2;;;;;$|,Backbone,H,OH,-
X1395,[*]N[C@@H](Cc1cn(nn1)-c1ccc2ccc3cccc4ccc1c2c34)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1414,OC(=O)C[C@H](N[*])C(=O)CCCCCc1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;$|,Backbone,H,-,-
X1444,NCCNCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1349,"CCCCN=C(NCCC[C@@H](N[*])C([*])=O)NC#N |w:4.3,$;;;;;;;;;;;;_R1;;_R2;;;;$|",Backbone,H,OH,-
X1380,CC(C)(C)OC(=O)N[C@H](CC(O)=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Me_dY,CN([*])[C@H](Cc1ccc(O)cc1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
T_MeCl,C[C@@H](O)[C@H](N[*])C(=O)CCl |$;;;;;_R1;;;;$|,Backbone,H,-,-
X240,COc1ccc(cc1)[C@H]1N[C@@H](Cc2c1[nH]c1ccccc21)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X318,CC(C)(C)CCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X182,CCCCN(C#N)c1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
Boc_A,C[C@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X393,[*]N[C@@H](CCCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X695,CCOC(=O)N[C@@H](CCSCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X395,CC(C)N([*])CC([*])=O |$;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X339,CONC(=O)Nc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X677,[*]N[C@@H](Cc1ccsc1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
G_OMe,COC(=O)CN[*] |$;;;;;;_R1$|,Backbone,H,-,-
X679,FC(F)(F)C(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
dNva,CCC[C@@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X502,CNC(=O)Nc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X622,[*]N1C[C@H](C[C@H]1C([*])=O)[N-][N+]#N |$_R1;;;;;;;_R2;;;;$|,Backbone,H,OH,-
X571,C[C@H](O)[C@@H](N[*])C=O |$;;;;;_R1;;$|,Backbone,H,-,-
X195,[*]N[C@H](C(c1ccccc1)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X685,COC(=O)[C@H](Cc1ccc(OC(=O)c2ccccc2)cc1)N[*] |$;;;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X198,O[C@H]([C@@H](N[*])C([*])=O)c1ccccc1 |$;;;;_R1;;_R2;;;;;;;$|,Backbone,H,OH,-
X573,NC(=N)NC(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X233,"CCC(=N[*])C([*])=O |w:3.3,$;;;;_R1;;_R2;$|",Backbone,H,OH,-
X229,[*]N1Cc2nc[nH]c2C[C@H]1C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
meW,CN([*])[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Boc_S,CC(C)(C)OC(=O)N[C@@H](CO)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X311,N[C@H](C([*])=O)C(c1ccccc1)(c1ccccc1)c1ccccc1 |$;;;_R2;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X172,COc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
Boc_dP,CC(C)(C)OC(=O)N1CCC[C@@H]1C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1595,CCOC(=O)CC[C@H](N)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X550,CCCCC(CCCC)NCCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X832,Oc1ccc(CNCCCC[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X904,Cc1ccc2[nH]cc(C[C@H](N[*])C([*])=O)c2c1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1620,CCNC(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1621,CC(C)C[C@@H](N[*])C(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X1639,Oc1cc(I)c(C[C@H](N[*])C([*])=O)cc1I |$;;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X1305,CC(C)(C)OC(=O)N[C@H](C([*])=O)c1ccc(F)cc1 |$;;;;;;;;;;_R2;;;;;;;;$|,Backbone,-,OH,-
X1635,"[*]N1C[C@@H](C[C@H]1C([*])=O)ON=Cc1ccc(OC(=O)c2ccc3OCOc3c2)cc1 |w:10.10,$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;;;;;;$|",Backbone,H,OH,-
X1841,CN([*])[C@@H](Cc1ccoc1)C([*])=O |$;;_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1775,CN([*])[C@@H](CC(=O)OC(C)(C)C)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1658,NC(=N)N[CH+]CC[C@H](N[*])C(O)=O |$;;;;;;;;;_R1;;;$|,Backbone,H,-,-
X1513,Oc1ccc2C[C@@](Cc2c1)(N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2588,C[C@@H](O)[C@H](N[*])C(=O)CN[C@@H](Cc1ccccc1)C([*])=O |$;;;;;_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2590,CCCCCCCCCCCCCCCCCCN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2609,OC(=O)C[C@H](N[*])C(=O)c1ncc(o1)-c1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;$|,Backbone,H,-,-
X2677,"COc1ccc(C=C2SC(=S)N([C@@H](Cc3ccccc3)C([*])=O)C2=O)cc1OC |w:6.5,$;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;$|",Backbone,-,OH,-
X2678,NC[C@H]1CC[C@@H](CC1)[C@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2744,[*]N[C@@H](C[C@H]1CCNC1=O)C(=O)c1ccccn1 |$_R1;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2619,CC(C)[C@H](NC(=O)N[C@H](C)C(O)=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2721,[*]NCC(=O)c1ccccc1 |$_R1;;;;;;;;;;$|,Backbone,H,-,-
X2647,NC(=N)c1cccc(C[C@@H](N[*])C(=O)c2nc3ccccc3s2)c1 |$;;;;;;;;;;;_R1;;;;;;;;;;;;$|,Backbone,H,-,-
X2650,CC(C)[C@H](N[*])C(=O)c1nnn(C)n1 |$;;;;;_R1;;;;;;;;$|,Backbone,H,-,-
X2652,CS(=O)(=O)N[C@@H](Cc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2653,CCC(=O)OC(=O)N[C@@H](Cc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2549,FC(F)(CCc1ccccc1)C(=O)[C@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2565,OC(=O)[C@]1(C[C@H]1Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2567,NC(=N)N[C@H](CC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2300,Fc1cccc(CNCC([*])=O)c1 |$;;;;;;;;;;_R2;;$|,Backbone,-,OH,-
X2467,[*]N(CC([*])=O)c1ccc(cc1)-c1ccccc1 |$_R1;;;;_R2;;;;;;;;;;;;;$|,Backbone,H,OH,-
X2476,CCN(CC)CCCCCNCC([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2392,CC(C)[C@H](NCc1cc(ccc1O)C(F)(F)F)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2414,Clc1ccc(cc1)-c1cn(nn1)[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X2365,OCC(CO)C[C@H](N[*])C(O)=O |$;;;;;;;;_R1;;;$|,Backbone,H,-,-
X2509,COP(=O)(CCCCC[C@H](N[*])C([*])=O)OC |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2442,[*]N1C[C@@H](C[C@H]1C([*])=O)n1cc(nn1)-c1cccc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;$|,Backbone,H,OH,-
X2499,CC(C)[C@H](NCc1cc(ccc1O)C(O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2369,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1cccc(c1)-c1cccc(c1)N(=O)=O |$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;$|,Backbone,H,OH,-
X2409,CCS[*] |$;;;_R3$|,Backbone,-,-,H
X2468,OC(=O)C[C@H](N[*])C(=O)Oc1cc(nn1-c1ccccc1)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2384,[*]N1CC(=O)OC[C@@H]1C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2335,[*]N(CC([*])=O)C1Cc2ccccc2C1 |$_R1;;;;_R2;;;;;;;;;;$|,Backbone,H,OH,-
X2325,OC(=O)C[C@H](N[*])C(=O)COc1cc(nn1-c1ccccc1)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2318,[*]C(=O)CNCC(c1ccccc1)c1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X450,C[C@@](CCCC=C)(N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X527,NC(=N)NCCC[C@H](N[*])C(=O)c1ccccn1 |$;;;;;;;;;_R1;;;;;;;;$|,Backbone,H,-,-
X654,[*]N[C@@H](CSc1ccc(cc1N(=O)=O)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
